,category,city,geo,job_title,job_type,salary_offered,state,STATE_NAME
9011,Engineering,Melbourne,AU,DX Locomotive - Performance Engineer,Full Time,112324.60987096776,VIC,Victoria
9012,Education,Perth,AU,School Chaplain,Full Time,95027.0208,WA,Western Australia
9013,Management and Commerce,Melbourne,AU,Qualified Welder Fabricator,Full Time,65715.15306289308,VIC,Victoria
9014,Information Technology,Sydney,AU,Level 1 Service Desk Analysts (Norwest),Full Time,39999.5,NSW,New South Wales
9015,Creative Arts,Shepparton & Goulburn Valley,AU,Theatre Technical Assistant,Full Time,96056.27447887324,VIC,Victoria
9016,Architecture and Building,Sydney,AU,Estimator / Contracts Admin,Full Time,115952.28711484595,NSW,New South Wales
9017,Management and Commerce,Sydney,AU,Boilermaker - WEEKENDS,Full Time,65715.15306289308,NSW,New South Wales
9018,Management and Commerce,Rockhampton & Capricorn Coast,AU,Medical Officer Private Practice MT MORGAN,Full Time,137502.5,QLD,Queensland
9019,Engineering,Mackay & Coalfields,AU,Maintenance Planner,Full Time,105640.70786516853,QLD,Queensland
9020,Management and Commerce,Melbourne,AU,Design Strategy Lead,Full Time,93001.11038961039,VIC,Victoria
9021,Management and Commerce,Mackay & Coalfields,AU,Warehouse Supervisor,Full Time,160947.12263099218,QLD,Queensland
9022,Education,ACT,AU,"Year 5 Teacher required in Waltham Forest, London",Full Time,95027.0208,ACT,Australian Capital Territory
9023,Management and Commerce,Perth,AU,Teritory Manager- Perth,Full Time,93566.96469366565,WA,Western Australia
9024,Health,"Wollongong, Illawarra & South Coast",AU,Aboriginal Health Practitioner,Full Time,96056.27447887324,NSW,New South Wales
9025,Food and Hospitality,Gosford & Central Coast,AU,Qualified Pastry Chef,Full Time,57822.070994764406,NSW,New South Wales
9026,Management and Commerce,Sydney,AU,Personal Assistant,Full Time,67981.82723756906,NSW,New South Wales
9027,Society and Culture,Melbourne,AU,Recruitment Consultant/Associate â€“ Procurement,Full Time,88824.94166666668,VIC,Victoria
9028,Management and Commerce,Melbourne,AU,Apprentice Plumber/Drainer,Full Time,65715.15306289308,VIC,Victoria
9029,Education,Sydney,AU,Early Childhood Teacher,Full Time,95027.0208,NSW,New South Wales
9030,Society and Culture,Sydney,AU,People & Culture Manager,Full Time,120000.0,NSW,New South Wales
9031,Management and Commerce,Perth,AU,MC Driver,Full Time,160947.12263099218,WA,Western Australia
9032,Architecture and Building,Melbourne,AU,Senior Workplace Interior Design Strategist for an Award Winning Design Practice,Full Time,140000.0,VIC,Victoria
9033,Architecture and Building,Sydney,AU,Senior Estimator,Full Time,115952.28711484595,NSW,New South Wales
9034,Management and Commerce,Brisbane,AU,Executive Director - Performance and Delivery,Full Time,106427.125,QLD,Queensland
9035,Management and Commerce,Sydney,AU,Property Manager Assistant,Full Time,78241.3804143126,NSW,New South Wales
9036,Management and Commerce,Melbourne,AU,Interior Consultant,Full Time,56431.63970588236,VIC,Victoria
9037,Architecture and Building,Melbourne,AU,Project Coordinator,Full Time,115952.28711484595,VIC,Victoria
9038,Health,Darwin,AU,Psychologist - Relocate to Mount Gambier!,Full Time,110000.0,NT,Northern Territory
9039,Management and Commerce,Melbourne,AU,Procurement Specialist,Full Time,160947.12263099218,VIC,Victoria
9040,Management and Commerce,Perth,AU,No Experience? No Worries! Immediate Start! Hourly Rates!,Full Time,93566.96469366565,WA,Western Australia
9041,Management and Commerce,Sydney,AU,Operation Analyst/ Business Analyst,Full Time,93566.96469366565,NSW,New South Wales
9042,Management and Commerce,Melbourne,AU,Agribusiness Credit Analyst - Melbourne,Full Time,94007.92065263158,VIC,Victoria
9043,Management and Commerce,Sydney,AU,Production Planner / Resource Planner,Full Time,160947.12263099218,NSW,New South Wales
9044,Management and Commerce,Sydney,AU,Brand Manager - Malt Whisky,Full Time,82500.0,NSW,New South Wales
9045,Food and Hospitality,Sydney,AU,Client Collections and Relationship officer,Full Time,55511.77795302014,NSW,New South Wales
9046,Health,Hobart,AU,Senior Clinician/Psychologist/Social Worker,Full Time,104999.5,TAS,Tasmania
9047,Information Technology,Brisbane,AU,Network Engineer,Full Time,105000.0,QLD,Queensland
9048,Management and Commerce,"Newcastle, Maitland & Hunter",AU,Foreign Exchange Consultant - Maitland,Full Time,56431.63970588236,NSW,New South Wales
9049,Information Technology,Adelaide,AU,Project Cost Estimate Analyst,Full Time,83876.5,SA,South Australia
9050,Education,Sydney,AU,Clinical Quality and Compliance Manager,Full Time,95027.0208,NSW,New South Wales
9051,Health,Melbourne,AU,"MRI/CT Radiographer - HIS BRIDGE ROAD IMAGING, VIC",Full Time,99058.5219250646,VIC,Victoria
9052,Food and Hospitality,Sydney,AU,Project Officer - Events,Full Time,57822.070994764406,NSW,New South Wales
9053,Management and Commerce,Melbourne,AU,Mechanic / Diesel Mechanic,Full Time,65715.15306289308,VIC,Victoria
9054,Management and Commerce,Sydney,AU,Account Manager - Steel Sales,Full Time,95000.0,NSW,New South Wales
9055,Management and Commerce,Melbourne,AU,Refrigeration Fitter - Permanent fulltime position!!,Full Time,67500.0,VIC,Victoria
9056,Engineering,Sydney,AU,Senior Mechanical Engineer,Full Time,112324.60987096776,NSW,New South Wales
9057,Food and Hospitality,Brisbane,AU,Property Manager,Full Time,57822.070994764406,QLD,Queensland
9058,Architecture and Building,Melbourne,AU,Business Development Manager,Full Time,115952.28711484595,VIC,Victoria
9059,Agriculture and Environment,Devonport & North West,AU,Net Cleaner,Full Time,70804.125,TAS,Tasmania
9060,Information Technology,Sydney,AU,PeopleSoft Financials Technical Specialist,Full Time,108194.06286549706,NSW,New South Wales
9061,Society and Culture,Sydney,AU,In-House Legal Counsel  - Insurance Front End,Full Time,82978.6162414966,NSW,New South Wales
9062,Education,Brisbane,AU,Examinations Assistant,Full Time,95027.0208,QLD,Queensland
9063,Management and Commerce,Sydney,AU,IMPORT/EXPORT SEA FREIGHT OPERATOR,Full Time,160947.12263099218,NSW,New South Wales
9064,Management and Commerce,Melbourne,AU,Account Manager,Full Time,60000.0,VIC,Victoria
9065,Education,Sydney,AU,Early Childhood Teacher,Full Time,95027.0208,NSW,New South Wales
9066,Health,Perth,AU,Branch Manager - Hobart,Full Time,99058.5219250646,WA,Western Australia
9067,Management and Commerce,"Kalgoorlie, Goldfields & Esperance",AU,Mechanical Technician,Full Time,65715.15306289308,WA,Western Australia
9068,Management and Commerce,Perth,AU,Receptionist / Administration,Full Time,67981.82723756906,WA,Western Australia
9069,Engineering,Perth,AU,Urban Water Management Perth: Senior Hydrologist,Full Time,112324.60987096776,WA,Western Australia
9070,Management and Commerce,Coffs Harbour & North Coast,AU,Management Accountant,Full Time,94007.92065263158,NSW,New South Wales
9071,Health,Sydney,AU,Orthoptics Department Head SSEH / Orthoptic Discipline Advisor SESLHD,Full Time,99058.5219250646,NSW,New South Wales
9072,Food and Hospitality,Sydney,AU,Customer Service Team Lead,Full Time,70000.0,NSW,New South Wales
9073,Education,Sydney,AU,Early Childhood Teacher,Full Time,95027.0208,NSW,New South Wales
9074,Architecture and Building,Sydney,AU,Graduate Architect,Full Time,83284.43922619047,NSW,New South Wales
9075,Food and Hospitality,Melbourne,AU,Commis Chef,Full Time,57822.070994764406,VIC,Victoria
9076,Agriculture and Environment,Cairns & Far North,AU,Operations Manager,Full Time,70804.125,QLD,Queensland
9077,Architecture and Building,Melbourne,AU,Estimator - Fit Out & Refurb,Full Time,115952.28711484595,VIC,Victoria
9078,Management and Commerce,Melbourne,AU,Accountant,Full Time,94007.92065263158,VIC,Victoria
9079,Society and Culture,Brisbane,AU,Recruitment Consultant,Full Time,88824.94166666668,QLD,Queensland
9080,Information Technology,Sydney,AU,Senior Analyst- Financial Crime Operations,Full Time,108194.06286549706,NSW,New South Wales
9081,Society and Culture,Sydney,AU,Principal Psychologist,Full Time,88824.94166666668,NSW,New South Wales
9082,Health,Traralgon & La Trobe Valley,AU,Social Worker,Full Time,99058.5219250646,VIC,Victoria
9083,Management and Commerce,Melbourne,AU,Business Development & Marketing Infrastructure Manager,Full Time,93001.11038961039,VIC,Victoria
9084,Engineering,"Port Hedland, Karratha & Pilbara",AU,Experienced Bogger Operators,Full Time,124999.5,WA,Western Australia
9085,Health,Melbourne,AU,Nurse Unit Manager - General,Full Time,99058.5219250646,VIC,Victoria
9086,Health,Bairnsdale & Gippsland,AU,Senior Clinician/Psychologist/Social Worker,Full Time,104999.5,VIC,Victoria
9087,Information Technology,Sydney,AU,SENIOR JAVA DEVELOPER (PERMANENT),Full Time,108194.06286549706,NSW,New South Wales
9088,Management and Commerce,Melbourne,AU,1st and 2nd Year Hairdressing Apprenticeship,Full Time,65715.15306289308,VIC,Victoria
9089,Food and Hospitality,Darwin,AU,Chef,Full Time,57822.070994764406,NT,Northern Territory
9090,Management and Commerce,Sydney,AU,Accounts Department Manager,Full Time,59999.5,NSW,New South Wales
9091,Management and Commerce,"Newcastle, Maitland & Hunter",AU,"Display Home Sales, Newcastle area",Full Time,78241.3804143126,NSW,New South Wales
9092,Food and Hospitality,"Bendigo, Goldfields & Macedon Ranges",AU,Apprentice Chef - 2nd or 3rd Year,Full Time,34999.5,VIC,Victoria
9093,Society and Culture,Sunshine Coast,AU,Employment Consultant,Full Time,69071.80343283582,QLD,Queensland
9094,Management and Commerce,Gosford & Central Coast,AU,Field Service Technician - White Goods,Full Time,72499.5,NSW,New South Wales
9095,Management and Commerce,Sydney,AU,Client Reporting Analyst,Full Time,85000.0,NSW,New South Wales
9096,Education,Sydney,AU,Post-Doc Res Fellow (UNSW),Full Time,85862.0,NSW,New South Wales
9097,Information Technology,Melbourne,AU,Security Engineer - Application Security,Full Time,108194.06286549706,VIC,Victoria
9098,Engineering,Perth,AU,Mechanical Engineer,Full Time,105640.70786516853,WA,Western Australia
9099,Management and Commerce,Sydney,AU,Executive Assistant - CEO,Full Time,95000.0,NSW,New South Wales
9100,Management and Commerce,Sydney,AU,National Maintenance Support Coordinator,Full Time,78241.3804143126,NSW,New South Wales
9101,Management and Commerce,Devonport & North West,AU,YARDMEN / FORK-LIFT OPERATORS,Full Time,160947.12263099218,TAS,Tasmania
9102,Health,Melbourne,AU,Clinical Nurse Specialist - General,Full Time,99058.5219250646,VIC,Victoria
9103,Architecture and Building,Sydney,AU,Cabinet Maker,Full Time,115952.28711484595,NSW,New South Wales
9104,Management and Commerce,Melbourne,AU,Supply Import Lead,Full Time,160947.12263099218,VIC,Victoria
9105,Management and Commerce,Sydney,AU,NSW Sales Area Manager- L'Oreal Professional,Full Time,93566.96469366565,NSW,New South Wales
9106,Architecture and Building,Sydney,AU,Contract Administrator,Full Time,140000.0,NSW,New South Wales
9107,Management and Commerce,Melbourne,AU,Accounts Officer- Global Team Pty ltd,Full Time,39999.5,VIC,Victoria
9108,Management and Commerce,Melbourne,AU,Style Director - Manager Required,Full Time,65715.15306289308,VIC,Victoria
9109,Management and Commerce,Sydney,AU,Compliance and Control Officer,Full Time,97240.890625,NSW,New South Wales
9110,Management and Commerce,Melbourne,AU,Digital Trading Specialist - Women's Fashion,Full Time,56431.63970588236,VIC,Victoria
9111,Management and Commerce,Brisbane,AU,Process Worker/Forklift Operator,Full Time,160947.12263099218,QLD,Queensland
9112,Engineering,Townsville & Northern QLD,AU,Maintenance Planner Supervisor,Full Time,112324.60987096776,QLD,Queensland
9113,Management and Commerce,Melbourne,AU,Strategy Manager (Monitor Deloitte),Full Time,117060.08333333331,VIC,Victoria
9114,Management and Commerce,Sydney,AU,Internal Communications Manager ,Full Time,105000.0,NSW,New South Wales
9115,Management and Commerce,"Newcastle, Maitland & Hunter",AU,Operational Excellence Lead,Full Time,117060.08333333331,NSW,New South Wales
9116,Food and Hospitality,Sydney,AU,Customer Care Consultant,Full Time,55511.77795302014,NSW,New South Wales
9117,Management and Commerce,Melbourne,AU,Sales Analyst,Full Time,93566.96469366565,VIC,Victoria
9118,Architecture and Building,Melbourne,AU,Interior Designer,Full Time,83284.43922619047,VIC,Victoria
9119,Health,Rockhampton & Capricorn Coast,AU,Registered Nurse - Mental Health,Full Time,99058.5219250646,QLD,Queensland
9120,Society and Culture,Sydney,AU,Home Care Co-ordinator,Full Time,69071.80343283582,NSW,New South Wales
9121,Society and Culture,Melbourne,AU,"Forensic Case Worker, Community Support Program",Full Time,69071.80343283582,VIC,Victoria
9122,Health,Melbourne,AU,Medical Assistance Coordinator/ Critical Care Nurse,Full Time,99058.5219250646,VIC,Victoria
9123,Society and Culture,"Bendigo, Goldfields & Macedon Ranges",AU,Case Manager - Kinship Care,Full Time,69071.80343283582,VIC,Victoria
9124,Management and Commerce,Sydney,AU,Spa Manager Urban Spa Neutral Bay,Full Time,59999.5,NSW,New South Wales
9125,Management and Commerce,Brisbane,AU,Storeperson - Southport ,Full Time,65715.15306289308,QLD,Queensland
9126,Management and Commerce,Sydney,AU,Electrician,Full Time,65715.15306289308,NSW,New South Wales
9127,Management and Commerce,"Kalgoorlie, Goldfields & Esperance",AU, Underground Boilermaker/ Welder,Full Time,65715.15306289308,WA,Western Australia
9128,Management and Commerce,Melbourne,AU,Production Coordinator,Full Time,160947.12263099218,VIC,Victoria
9129,Food and Hospitality,Brisbane,AU,Customer Support Officer,Full Time,55511.77795302014,QLD,Queensland
9130,Management and Commerce,Sydney,AU,Communications and Engagement Officer,Full Time,123000.0,NSW,New South Wales
9131,Management and Commerce,Melbourne,AU,"Manager, Cultural & Economic Development, City of Port Phillip",Full Time,96056.27447887324,VIC,Victoria
9132,Engineering,Melbourne,AU,Night Shift Maintenance Fitter,Full Time,324390.0,VIC,Victoria
9133,Health,Gold Coast,AU,Assistant Integrated Service Manager,Full Time,99058.5219250646,QLD,Queensland
9134,Management and Commerce,Brisbane,AU,B2B Sales Guru needed!,Full Time,120000.0,QLD,Queensland
9135,Management and Commerce,ACT,AU,Assistant Corporate Services Officer - APS 4,Full Time,68626.5,ACT,Australian Capital Territory
9136,Management and Commerce,Sydney,AU,TRUCK DRIVER,Full Time,160947.12263099218,NSW,New South Wales
9137,Health,Melbourne,AU,Nurse Unit Manager - Maternity Post Natal Ward,Full Time,99058.5219250646,VIC,Victoria
9138,Management and Commerce,Sydney,AU,Digital Marketing Coordinator,Full Time,93001.11038961039,NSW,New South Wales
9139,Engineering,Sunshine Coast,AU,Geotechnical Driller's Assistant,Full Time,105640.70786516853,QLD,Queensland
9140,Food and Hospitality,Adelaide,AU,Customer Service Representative,Full Time,55511.77795302014,SA,South Australia
9141,Architecture and Building,Melbourne,AU,Building Surveyor,Full Time,122500.0,VIC,Victoria
9142,Management and Commerce,Sydney,AU,Product or Category Manager,Full Time,56431.63970588236,NSW,New South Wales
9143,Management and Commerce,Perth,AU,Communications Officer,Full Time,93001.11038961039,WA,Western Australia
9144,Engineering,Brisbane,AU,Project Manager,Full Time,112324.60987096776,QLD,Queensland
9145,Management and Commerce,ACT,AU,Sales Professional,Full Time,93566.96469366565,ACT,Australian Capital Territory
9146,Management and Commerce,Sydney,AU,Part Time Payroll Officer,Full Time,94007.92065263158,NSW,New South Wales
9147,Food and Hospitality,Melbourne,AU,Customer care Officer - Warm sales,Full Time,44999.5,VIC,Victoria
9148,Society and Culture,Sydney,AU,Personal Trainers - Vision Personal Training Five Dock,Full Time,63172.055555555555,NSW,New South Wales
9149,Management and Commerce,Melbourne,AU,Therapist,Full Time,65715.15306289308,VIC,Victoria
9150,Management and Commerce,Perth,AU,PROJECT SUPPORT OFFICER,Full Time,67981.82723756906,WA,Western Australia
9151,Engineering,Sydney,AU,Electrical Design Engineer,Full Time,90000.0,NSW,New South Wales
9152,Management and Commerce,Melbourne,AU,Service Delivery Supervisor,Full Time,160947.12263099218,VIC,Victoria
9153,Management and Commerce,Sydney,AU,Inventory Controller,Full Time,160947.12263099218,NSW,New South Wales
